사건번호,사건명,해양사고종류1,해양사고발생(년도),해양사고발생(월),해양사고발생(일),해양사고발생(시),해양사고발생(분),해양사고발생시간대,계절,해양사고장소(위),해양사고장소(위도),해양사고장소(위분),해양사고장소(위초),해양사고장소(경),해양사고장소(경도),해양사고장소(경분),해양사고장소(경초),해양사고발생지역(대),해양사고발생지역(중),해양사고발생지역(통계용),선박명,선박중요도,선박톤수,톤수범위(통계용),선박용도(통계용),사망합계(선원_여객_기타),실종합계(선원_여객_기타),인명피해합계(사망_실종),부상합계(선원_여객_기타),총합(사망_실종_부상)
IC-2024-1225,어선 수양호 부유물감김사건 ,부유물감김(안전저해),2024,9,2,6,10,4-8시,가을,북,N36,36,17,동,E125,54,2,국내,서해영해,서해영해,수양호,1,7.93,5~10톤미만,어선,0,0,0,0,0
IC-2024-1226,모터보트 플라워호 기관손상사건,기관손상,2024,9,8,17,53,16-20시,가을,북,N35,35,8,동,E126,24,54,국내,서해영해,서해영해,플라워호,1,2.64,2~3톤미만,수상레저기구,0,0,0,0,0
IC-2024-1227,모터보트 대성호 기관손상사건,기관손상,2024,9,14,12,32,12-16시,가을,북,N35,37,18,동,E126,27,15,국내,서해영해,서해영해,대성호,1,1.27,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1228,모터보트 비에리체호 기관손상사건,기관손상,2024,9,1,15,0,12-16시,가을,북,N37,7,53,동,E126,33,25,국내,서해영해,서해영해,비에리체호,1,1.8,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1229,어선 유성호 침수사건,침수,2024,9,16,6,12,4-8시,가을,북,N37,1,32,동,E126,34,49,국내,서해영해,서해영해,유성호,1,1.7,1~2톤미만,어선,0,0,0,0,0
IC-2024-1230,모터보트 어부지리호 추진축계 손상사건,추진축계손상,2024,9,14,8,33,8-12시,가을,북,N37,10,54,동,E126,37,41,국내,서해영해,서해영해,어부지리호,1,1.67,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1231,모터보트 노아보트1호 기관손상사건,기관손상,2024,9,13,14,1,12-16시,가을,북,N37,5,21,동,E126,35,24,국내,서해영해,서해영해,노아보트호,1,1.14,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1232,모터보트 씨폭스호 운항저해사건,운항저해,2024,9,11,18,41,16-20시,가을,북,N37,2,48,동,E126,32,27,국내,서해영해,서해영해,씨폭스호,1,1.24,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1233,장기계류선박 항만7호 침수사건,침수,2024,9,9,20,10,20-24시,가을,북,N36,59,12,동,E126,44,46,국내,개항 및 진입수로,"평택항, 당진항",항만7호,1,38,30~50톤미만,기타선,0,0,0,0,0
IC-2024-1234,모터보트 씨스타호 부유물감김사건,부유물감김(안전저해),2024,9,8,14,28,12-16시,가을,북,N37,6,24,동,E126,31,54,국내,서해영해,서해영해,씨스타호,1,19,15~20톤미만,수상레저기구,0,0,0,0,0
IC-2024-1235,모터보트 커피호 기관손상사건,기관손상,2024,9,7,9,42,8-12시,가을,북,N37,5,8,동,E126,28,36,국내,서해영해,서해영해,커피호,1,6.03,5~10톤미만,수상레저기구,0,0,0,0,0
IC-2024-1237,어선 새벽바다호 기관손상사건,기관손상,2024,9,24,8,45,8-12시,가을,북,N37,47,21,동,E126,20,16,국내,서해영해,서해영해,새벽바다호,1,5.99,5~10톤미만,어선,0,0,0,0,0
IC-2024-1239,어선 밀양2호 운항저해사건(좌주),운항저해,2024,10,31,5,24,4-8시,가을,북,N36,36,45,동,E126,19,47,국내,서해영해,서해영해,밀양2호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1240,여객선 나래호 부유물감김사건,부유물감김(안전저해),2024,9,13,14,41,12-16시,가을,북,N37,11,8,동,E126,7,58,국내,서해영해,서해영해,나래호,1,159,100~500톤미만,여객선,0,0,0,0,0
IC-2024-1241,낚시어선 평안호 기관손상사건,기관손상,2024,9,16,6,50,4-8시,가을,북,N37,20,20,동,E126,31,51,국내,개항 및 진입수로,인천항 및 진입수로,평안호,1,6.67,5~10톤미만,어선,0,0,0,0,0
IC-2024-1242,"어선 일출호, 고무보트 선명무 충돌사건",충돌,2024,9,16,7,25,4-8시,가을,북,N37,25,8,동,E126,25,35,국내,서해영해,서해영해,선명무,2,0.03,1톤미만,수상레저기구,0,0,0,1,1
IC-2024-1242,"어선 일출호, 고무보트 선명무 충돌사건",충돌,2024,9,16,7,25,4-8시,가을,북,N37,25,8,동,E126,25,35,국내,서해영해,서해영해,일출호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1243,어선 서영호 침수사건,침수,2024,9,23,13,8,12-16시,가을,북,N37,38,42,동,E126,20,34,국내,서해영해,서해영해,서영호,1,1.38,1~2톤미만,어선,0,0,0,0,0
IC-2024-1244,모터보트 하늘호 기관손상사건,기관손상,2024,9,29,13,58,12-16시,가을,북,N35,46,49,동,E126,26,3,국내,서해영해,서해영해,하늘호,1,2.17,2~3톤미만,수상레저기구,0,0,0,0,0
IC-2024-1245,모터보트 우드워커호 추진축계 손상사건,추진축계손상,2024,9,28,15,39,12-16시,가을,북,N35,50,49,동,E126,26,43,국내,서해영해,서해영해,우드워커호,1,0.31,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1246,낚시어선 발키리호 부유물감김사건,부유물감김(안전저해),2024,9,26,10,33,8-12시,가을,북,N35,52,14,동,E126,27,11,국내,서해영해,서해영해,발키리호,1,8.55,5~10톤미만,어선,0,0,0,0,0
IC-2024-1247,모터보트 청춘호 기관손상사건,기관손상,2024,9,14,10,39,8-12시,가을,북,N35,56,12,동,E126,31,49,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",청춘호,1,1.57,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1248,"어선 22성영호, 통선 지천태3호 충돌사건",충돌,2024,9,12,12,54,12-16시,가을,북,N35,56,5,동,E126,31,49,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",지천태3호,2,21,20~25톤미만,기타선,0,0,0,0,0
IC-2024-1248,"어선 22성영호, 통선 지천태3호 충돌사건",충돌,2024,9,12,12,54,12-16시,가을,북,N35,56,5,동,E126,31,49,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",22성영호,1,59,50~100톤미만,어선,0,0,0,0,0
IC-2024-1249,어선 대동호 부유물감김사건,부유물감김(안전저해),2024,9,16,20,36,20-24시,가을,북,N37,9,43,동,E126,30,37,국내,서해영해,서해영해,대동호,1,7.93,5~10톤미만,어선,0,0,0,0,0
IC-2024-1250,모터보트 땅끝이니호 추진축계 손상사건,추진축계손상,2024,9,7,14,50,12-16시,가을,북,N35,57,38,동,E126,30,53,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",땅끝이니호,1,1.38,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1251,어선 쌍용1호·모터보트 채혀니호 충돌사건,충돌,2024,10,28,8,40,8-12시,가을,북,N37,2,51,동,E126,32,53,국내,서해영해,서해영해,쌍용1호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1251,어선 쌍용1호·모터보트 채혀니호 충돌사건,충돌,2024,10,28,8,40,8-12시,가을,북,N37,2,51,동,E126,32,53,국내,서해영해,서해영해,채혀니호,2,0.52,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1252,어선 우성호 화재사건,화재,2024,10,26,8,12,8-12시,가을,북,N36,34,37,동,E126,11,35,국내,서해영해,서해영해,우성호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1253,낚시어선 뚜기호·모터보트 은실호 충돌사건,충돌,2024,10,24,13,28,12-16시,가을,북,N37,2,30,동,E126,24,29,국내,개항 및 진입수로,대산항 및 진입수로,뚜기호,1,4.5,3~5톤미만,어선,0,0,0,0,0
IC-2024-1254,어선 3금영호 기관손상사건,기관손상,2024,10,24,7,2,4-8시,가을,북,N36,25,17,동,E126,29,21,국내,개항 및 진입수로,기타개항,3금영호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1255,어선 성복호 기관손상사건,기관손상,2024,10,24,12,30,12-16시,가을,북,N36,7,0,동,E126,21,0,국내,서해영해,서해영해,성복호,1,7.93,5~10톤미만,어선,0,0,0,0,0
IC-2024-1256,모터보트 취미호 기관손상사건,기관손상,2024,10,24,15,13,12-16시,가을,북,N36,14,53,동,E126,18,18,국내,서해영해,서해영해,취미호,1,0.71,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1257,낚시어선 천마호 기관손상사건,기관손상,2024,10,25,12,52,12-16시,가을,북,N37,4,10,동,E126,25,44,국내,서해영해,서해영해,천마호,1,4.59,3~5톤미만,어선,0,0,0,0,0
IC-2024-1258,모터보트 지도호 기관손상사건,기관손상,2024,10,26,5,28,4-8시,가을,북,N36,36,15,동,E126,14,56,국내,서해영해,서해영해,지도호,1,1.89,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1259,어선 한일2호 운항저해사건(연료고갈),운항저해,2024,10,26,9,43,8-12시,가을,북,N35,37,12,동,E126,27,25,국내,서해영해,서해영해,한일2호,1,2.84,2~3톤미만,어선,0,0,0,0,0
IC-2024-1260,낚시어선 평안호 부유물감김사건,부유물감김(안전저해),2024,10,26,8,52,8-12시,가을,북,N37,18,59,동,E126,30,33,국내,개항 및 진입수로,인천항 및 진입수로,평안호,1,6.67,5~10톤미만,어선,0,0,0,0,0
IC-2024-1261,모터보트 퀸써니1호 부유물감김사건,부유물감김(안전저해),2024,10,26,11,4,8-12시,가을,북,N37,21,32,동,E126,16,28,국내,서해영해,서해영해,퀸써니1호,1,5.4,5~10톤미만,수상레저기구,0,0,0,0,0
IC-2024-1262,모터보트 메이플호 기관손상사건,기관손상,2024,10,26,17,2,16-20시,가을,북,N36,39,51,동,E126,2,15,국내,서해영해,서해영해,메이플호,1,0.9,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1263,모터보트 해피데이호 기관손상사건(배터리 방전),기관손상,2024,10,27,7,23,4-8시,가을,북,N36,30,26,동,E126,28,55,국내,서해영해,서해영해, HAPPY DAY호,1,0.7,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1264,모터보트 패밀리호 전복사건,전복,2024,10,26,22,30,20-24시,가을,북,N36,19,39,동,E126,30,52,국내,서해영해,서해영해,Family호,1,2.09,2~3톤미만,수상레저기구,0,0,0,0,0
IC-2024-1265,모터보트 나이스호 부유물감김사건,부유물감김(안전저해),2024,10,26,20,17,20-24시,가을,북,N37,18,2,동,E126,42,1,국내,서해영해,서해영해,나이스호,1,0.68,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1266,낚시어선 천마호 기관손상사건,기관손상,2024,10,27,9,46,8-12시,가을,북,N37,4,0,동,E126,27,0,국내,서해영해,서해영해,천마호,1,4.59,3~5톤미만,어선,0,0,0,0,0
IC-2024-1267,어선 대산호 기관손상사건(배터리불량),기관손상,2024,10,27,9,17,8-12시,가을,북,N37,1,32,동,E126,23,24,국내,개항 및 진입수로,대산항 및 진입수로,대산호,1,2.19,2~3톤미만,어선,0,0,0,0,0
IC-2024-1268,모터보트 한강5호 부유물감김사건,부유물감김(안전저해),2024,10,27,12,12,12-16시,가을,북,N37,8,8,동,E126,35,3,국내,서해영해,서해영해,한강5호,1,6.67,5~10톤미만,수상레저기구,0,0,0,0,0
IC-2024-1281,어선 2018남성호 선원사망사건,안전사고(인명사상),2024,10,25,17,0,16-20시,가을,북,N35,56,24,동,E125,31,56,국외,서해공해,서해공해,2018남성호,1,53,50~100톤미만,어선,1,0,1,0,1
IC-2024-1282,어선 남진호 선원사망사건,안전사고(인명사상),2024,10,5,22,0,20-24시,가을,북,N35,55,28,동,E125,52,48,국내,서해영해,서해영해,남진호,1,9.77,5~10톤미만,어선,1,0,1,0,1
IC-2024-1289,부선 성우201호·낚시어선 은아호 충돌사건,충돌,2024,11,2,6,30,4-8시,가을,북,N37,25,0,동,E126,35,51,국내,개항 및 진입수로,인천항 및 진입수로,성우201호,2,323,100~500톤미만,기타선,0,0,0,0,0
IC-2024-1289,부선 성우201호·낚시어선 은아호 충돌사건,충돌,2024,11,2,6,30,4-8시,가을,북,N37,25,0,동,E126,35,51,국내,개항 및 진입수로,인천항 및 진입수로,은아호,1,52,50~100톤미만,어선,0,0,0,5,5
IC-2024-1290,어선 제509유일호·어선 대진호 충돌사건,충돌,2024,10,31,5,36,4-8시,가을,북,N36,40,27,동,E126,7,50,국내,서해영해,서해영해,제509유일호,2,48,30~50톤미만,어선,0,0,0,0,0
IC-2024-1290,어선 제509유일호·어선 대진호 충돌사건,충돌,2024,10,31,5,36,4-8시,가을,북,N36,40,27,동,E126,7,50,국내,서해영해,서해영해,대진호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1291,카페리화물선 영진페리호·어선 태양1호 충돌사건,충돌,2024,10,30,11,30,8-12시,가을,북,N36,40,42,동,E126,12,20,국내,서해영해,서해영해,영진페리호,2,132,100~500톤미만,화물선,0,0,0,0,0
IC-2024-1291,카페리화물선 영진페리호·어선 태양1호 충돌사건,충돌,2024,10,30,11,30,8-12시,가을,북,N36,40,42,동,E126,12,20,국내,서해영해,서해영해,태양1호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1292,기타선 오렌지호·고무보트 선명무 충돌사건,충돌,2024,11,2,11,57,8-12시,가을,북,N37,1,59,동,E126,34,9,국내,서해영해,서해영해,선명무,2,0,미상,수상레저기구,0,0,0,2,2
IC-2024-1292,기타선 오렌지호·고무보트 선명무 충돌사건,충돌,2024,11,2,11,57,8-12시,가을,북,N37,1,59,동,E126,34,9,국내,서해영해,서해영해,오렌지호,1,4.42,3~5톤미만,기타선,0,0,0,0,0
IC-2024-1293,어선 25수영호·어선 제922흥덕호 충돌사건,충돌,2024,11,2,14,44,12-16시,가을,북,N36,40,35,동,E126,7,33,국내,서해영해,서해영해,제922흥덕호,2,72,50~100톤미만,어선,0,0,0,0,0
IC-2024-1293,어선 25수영호·어선 제922흥덕호 충돌사건,충돌,2024,11,2,14,44,12-16시,가을,북,N36,40,35,동,E126,7,33,국내,서해영해,서해영해,25수영호,1,83,50~100톤미만,어선,0,0,0,0,0
IC-2024-1294,무등록선 선명무 침수사건,침수,2024,10,30,9,47,8-12시,가을,북,N36,0,24,동,E126,39,47,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",선명무,1,0.5,1톤미만,어선,0,0,0,0,0
IC-2024-1295,모터보트 안면호 침수사건,침수,2024,10,29,14,6,12-16시,가을,북,N36,34,13,동,E126,11,44,국내,서해영해,서해영해,안면호,1,2.03,2~3톤미만,수상레저기구,0,0,0,0,0
IC-2024-1296,모터보트 보스호 부유물감김사건,부유물감김(안전저해),2024,10,29,13,32,12-16시,가을,북,N37,28,59,동,E126,19,0,국내,서해영해,서해영해,보스호,1,3.05,3~5톤미만,수상레저기구,0,0,0,0,0
IC-2024-1297,낚시어선 블랙헬리오스호 좌초사건.,좌초,2024,10,29,16,40,16-20시,가을,북,N36,34,51,동,E126,14,48,국내,서해영해,서해영해,블랙헬리오스호,1,9.77,5~10톤미만,어선,0,0,0,2,2
IC-2024-1298,어선 황금호 추진축계손상사건,추진축계손상,2024,10,29,19,0,16-20시,가을,북,N35,48,0,동,E126,16,0,국내,서해영해,서해영해,황금호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1299,어선 금강호 기관손상사건,기관손상,2024,10,30,9,40,8-12시,가을,북,N35,33,0,동,E126,26,0,국내,서해영해,서해영해,금강호,1,7.93,5~10톤미만,어선,0,0,0,0,0
IC-2024-1300,어선 금성6호 부유물접촉사건,접촉,2024,10,31,14,9,12-16시,가을,북,N36,21,0,동,E126,27,0,국내,서해영해,서해영해,금성6호,1,3.63,3~5톤미만,어선,0,0,0,0,0
IC-2024-1301,모터보트 형제호 기관손상사건,기관손상,2024,10,31,16,25,16-20시,가을,북,N36,35,17,동,E126,14,21,국내,서해영해,서해영해,형제호,1,0.84,1톤미만,수상레저기구,0,0,0,0,0
IC-2024-1302,모터보트 명성호 기관손상사건,기관손상,2024,10,31,16,52,16-20시,가을,북,N37,13,6,동,E126,9,23,국내,서해영해,서해영해,명성호,1,3.77,3~5톤미만,수상레저기구,0,0,0,0,0
IC-2024-1303,해양조사선 인하호 기관손상사건,기관손상,2024,10,31,17,39,16-20시,가을,북,N37,26,53,동,E126,35,12,국내,개항 및 진입수로,인천항 및 진입수로,인하호,1,9.16,5~10톤미만,기타선,0,0,0,0,0
IC-2024-1304,어선 명진호 기관손상사건,기관손상,2024,11,1,8,2,8-12시,가을,북,N35,29,3,동,E126,23,26,국내,서해영해,서해영해,명진호,1,1.81,1~2톤미만,어선,0,0,0,0,0
IC-2024-1305,모터보트 장안호 부유물감김사건,부유물감김(안전저해),2024,11,1,15,15,12-16시,가을,북,N37,8,2,동,E126,35,34,국내,서해영해,서해영해,장안호,1,1.3,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1306,낚시어선 보령피싱호 해상시설접촉사건(낚시 좌대),접촉,2024,11,2,6,10,4-8시,가을,북,N36,23,48,동,E126,25,58,국내,서해영해,서해영해,보령피싱호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1307,낚시어선 천마호 기관손상사건,기관손상,2024,11,2,8,19,8-12시,가을,북,N37,1,37,동,E126,24,45,국내,개항 및 진입수로,대산항 및 진입수로,천마호,1,4.59,3~5톤미만,어선,0,0,0,0,0
IC-2024-1308,기타선 독수리8호 좌초사건,좌초,2024,11,2,8,14,8-12시,가을,북,N36,19,50,동,E126,30,43,국내,서해영해,서해영해,독수리8호,1,55,50~100톤미만,기타선,0,0,0,0,0
IC-2024-1309,낚시어선 영목1호 좌초사건,좌초,2024,11,2,6,22,4-8시,가을,북,N36,23,21,동,E126,24,43,국내,서해영해,서해영해,영목1호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1310,어선 부산호 전복사건,전복,2024,11,2,15,30,12-16시,가을,북,N37,1,57,동,E126,44,43,국내,개항 및 진입수로,"평택항, 당진항",부산호,1,0.85,1톤미만,어선,0,0,0,0,0
IC-2024-1311,어선 107대복호 부유물접촉사건,접촉,2024,11,3,8,30,8-12시,가을,북,N37,24,0,동,E126,34,0,국내,개항 및 진입수로,인천항 및 진입수로,107대복호,1,7.93,5~10톤미만,어선,0,0,0,0,0
IC-2024-1312,모터보트 에스에스아이 190호 기관손상사건,기관손상,2024,11,3,13,20,12-16시,가을,북,N37,2,40,동,E126,27,20,국내,서해영해,서해영해,SSI 190호,1,1.31,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1313,모터보트 재덕1호 추진축계 손상사건,추진축계손상,2024,11,3,15,49,12-16시,가을,북,N37,28,18,동,E126,21,11,국내,서해영해,서해영해,재덕1호,1,1.75,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1314,어선 창복호 좌초사건,좌초,2024,10,30,9,44,8-12시,가을,북,N36,40,0,동,E126,11,0,국내,서해영해,서해영해,창복호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1316,컨테이너선 홍콩보이져 선원사망사건,안전사고(인명사상),2024,11,1,16,7,16-20시,가을,북,N31,13,8,동,E123,5,24,국외,동남아,기타,홍콩보이저,1,12545,"10,000~20,000톤미만",화물선,1,0,1,0,1
IC-2024-1317,컨테이너선 텐진보이져 선원사망사건,안전사고(인명사상),2024,11,5,11,18,8-12시,가을,북,N31,17,58,동,E123,48,25,국외,동남아,기타,텐진보이져,1,29764,"20,000~50,000톤미만",화물선,1,0,1,0,1
IC-2024-1318,어선 제22선영호 부유물감김사건,부유물감김(안전저해),2024,11,6,19,23,16-20시,가을,북,N35,57,2,동,E126,23,35,국내,서해영해,서해영해,제22성영호,1,59,50~100톤미만,어선,0,0,0,0,0
IC-2024-1319,모터보트 스타호 침수사건,침수,2024,11,7,10,38,8-12시,가을,북,N37,11,8,동,E126,38,57,국내,서해영해,서해영해,스타호,1,1.01,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1320,어선 수길7호 침몰사건,침몰,2024,11,5,2,30,0-4시,가을,북,N37,38,0,동,E126,32,0,국내,서해영해,서해영해,수길7호,1,6,5~10톤미만,어선,0,0,0,0,0
IC-2024-1321,어선 김부자호 침수사건,침수,2024,11,6,9,54,8-12시,가을,북,N36,9,38,동,E126,30,10,국내,서해영해,서해영해,김부자호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1323,어선 오션파티호 화재사건,화재,2024,11,10,5,26,4-8시,가을,북,N36,24,5,동,E126,25,52,국내,서해영해,서해영해,오션파티호,1,6.5,5~10톤미만,어선,0,0,0,0,0
IC-2024-1324,어선 제3신영호 기관손상사건,기관손상,2024,11,8,7,24,4-8시,가을,북,N36,56,12,동,E125,52,59,국내,서해영해,서해영해,제3신영호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1325,산적화물선 티에스해피호 기관손상사건,기관손상,2024,11,8,18,40,16-20시,가을,북,N37,24,18,동,E126,33,21,국내,개항 및 진입수로,인천항 및 진입수로,TS HAPPY호,1,3407,"1,000~5,000톤미만",화물선,0,0,0,0,0
IC-2024-1326,낚시어선 빅토리호 기관손상사건,기관손상,2024,11,9,9,59,8-12시,가을,북,N36,39,21,동,E125,57,6,국내,서해영해,서해영해,빅토리호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1327,낚시어선 만석호 조타장치 손상사건,조타장치손상,2024,11,9,15,35,12-16시,가을,북,N37,1,44,동,E126,22,58,국내,개항 및 진입수로,대산항 및 진입수로,만석호,1,6.67,5~10톤미만,어선,0,0,0,0,0
IC-2024-1328,모터보트 규동호 기관손상사건,기관손상,2024,11,9,17,42,16-20시,가을,북,N36,31,8,동,E126,28,27,국내,서해영해,서해영해,규동호,1,1.09,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1329,모터보트 릴리호 기관손상사건,기관손상,2024,11,10,10,6,8-12시,가을,북,N37,10,51,동,E126,38,50,국내,서해영해,서해영해,릴리호,1,2.1,2~3톤미만,수상레저기구,0,0,0,0,0
IC-2024-1330,모터보트 에이스호 추진축계 손상사건,추진축계손상,2024,11,9,16,25,16-20시,가을,북,N36,25,32,동,E126,26,27,국내,서해영해,서해영해,에이스호,1,1.2,1~2톤미만,수상레저기구,0,0,0,0,0
IC-2024-1331,어선 한아름호 기관손상사건,기관손상,2024,11,10,13,40,12-16시,가을,북,N36,54,24,동,E126,13,35,국내,개항 및 진입수로,기타개항,한아름호,1,3,3~5톤미만,어선,0,0,0,0,0
IC-2024-1332,카페리선 골드카페리호 조타장치 손상사건,조타장치손상,2024,11,10,23,50,20-24시,가을,북,N37,17,38,동,E125,57,4,국내,서해영해,서해영해,골드카페리호,1,751,"500~1,000톤미만",화물선,0,0,0,0,0
IC-2024-1333,기타선 나인1호 침수사건,침수,2024,11,11,8,8,8-12시,가을,북,N37,30,4,동,E126,35,2,국내,개항 및 진입수로,인천항 및 진입수로,나인1호,1,21,20~25톤미만,기타선,0,0,0,0,0
IC-2024-1347,유선 푸른하늘호 등 3척 충돌사건,충돌,2024,7,21,6,0,4-8시,여름,북,N37,27,23,동,E126,36,3,국내,개항 및 진입수로,인천항 및 진입수로,푸른하늘호,1,24,20~25톤미만,여객선,0,0,0,0,0
IC-2024-1347,유선 푸른하늘호 등 3척 충돌사건,충돌,2024,7,21,6,0,4-8시,여름,북,N37,27,23,동,E126,36,3,국내,개항 및 진입수로,인천항 및 진입수로,글로리아호,2,80,50~100톤미만,여객선,0,0,0,0,0
IC-2024-1347,유선 푸른하늘호 등 3척 충돌사건,충돌,2024,7,21,6,0,4-8시,여름,북,N37,27,23,동,E126,36,3,국내,개항 및 진입수로,인천항 및 진입수로,금어호,3,196,100~500톤미만,여객선,0,0,0,0,0
IC-2024-1348,어선 장미2호 선원사망사건,안전사고(인명사상),2024,11,15,2,15,0-4시,가을,북,N36,38,0,동,E125,27,0,국내,서해영해,서해영해,장미2호,1,35,30~50톤미만,어선,1,0,1,0,1
IC-2024-1349,어선 도청호 좌초사건,좌초,2024,11,12,9,15,8-12시,가을,북,N35,48,24,동,E126,21,56,국내,서해영해,서해영해,도청호,1,80,50~100톤미만,어선,0,0,0,0,0
IC-2024-1350,어선 제2022최광호 화재사건,화재,2024,11,12,4,30,4-8시,가을,북,N36,35,29,동,E125,35,26,국내,서해영해,서해영해,2022최광호,1,56,50~100톤미만,어선,0,0,0,0,0
IC-2024-1351,모터보트 대광호 운항자사망사건,안전사고(인명사상),2024,11,12,18,7,16-20시,가을,북,N37,15,29,동,E126,6,57,국내,서해영해,서해영해,대광호,1,0.86,1톤미만,수상레저기구,1,0,1,0,1
IC-2024-1352,어선 21길성호 조타장치 손상사건,조타장치손상,2024,11,12,15,56,12-16시,가을,북,N35,39,6,동,E125,57,6,국내,서해영해,서해영해,21길성호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1353,낚시어선 샤크호 기관손상사건,기관손상,2024,11,13,6,59,4-8시,가을,북,N36,25,54,동,E126,30,6,국내,개항 및 진입수로,기타개항,샤크호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1354,어선 성복호 운항저해사건,운항저해,2024,11,14,6,33,4-8시,가을,북,N36,19,49,동,E126,30,42,국내,서해영해,서해영해,성복호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1355,어선 신도1호 침수사건,침수,2024,11,14,8,11,8-12시,가을,북,N36,26,20,동,E126,31,5,국내,서해영해,서해영해,신도1호,1,6.67,5~10톤미만,어선,0,0,0,0,0
IC-2024-1356,어선 제909금석호 기관손상사건,기관손상,2024,11,14,14,34,12-16시,가을,북,N35,42,36,동,E125,29,20,국외,서해공해,서해공해,909금석호,1,29,25~30톤미만,어선,0,0,0,0,0
IC-2024-1357,예인선 해건1700호의 피예인부선 해건12000호 침수사건,침수,2024,11,16,6,3,4-8시,가을,북,N37,57,19,동,E124,44,24,국내,서해영해,서해영해,해건12000호,1,2743,"1,000~5,000톤미만",기타선,0,0,0,0,0
IC-2024-1358,어선 제606재영호 기관손상사건,기관손상,2024,11,16,19,9,16-20시,가을,북,N36,22,50,동,E125,20,48,국외,서해공해,서해공해,606재영호,1,29,25~30톤미만,어선,0,0,0,0,0
IC-2024-1359,어선 로빈호 침수사건,침수,2024,11,16,15,5,12-16시,가을,북,N36,15,2,동,E126,32,8,국내,서해영해,서해영해,로빈호,1,6.67,5~10톤미만,어선,0,0,0,0,0
IC-2024-1360,어선 만성호 선원부상사건,안전사고(인명사상),2024,11,16,1,57,0-4시,가을,북,N37,3,42,동,E125,47,48,국내,서해영해,서해영해,만성호,1,9.77,5~10톤미만,어선,0,0,0,1,1
IC-2024-1361,낚시어선 헤르메스호 부유물감김사건,부유물감김(안전저해),2024,11,14,16,2,16-20시,가을,북,N37,0,56,동,E126,25,59,국내,개항 및 진입수로,대산항 및 진입수로,헤르메스호,1,6.67,5~10톤미만,어선,0,0,0,0,0
IC-2024-1362,예인선 한성1호 추진축계 손상사건,추진축계손상,2024,11,14,13,3,12-16시,가을,북,N36,21,14,동,E126,18,16,국내,서해영해,서해영해,한성1호,1,50,50~100톤미만,예인선,0,0,0,0,0
IC-2024-1363,어선 태영호 조타장치 손상사건,조타장치손상,2024,11,15,8,38,8-12시,가을,북,N36,9,10,동,E125,40,27,국내,서해영해,서해영해,태영호,1,9.77,5~10톤미만,어선,0,0,0,0,0
IC-2024-1364,어선 덕성호 침수사건,침수,2024,11,17,16,28,16-20시,가을,북,N36,7,45,동,E126,30,19,국내,서해영해,서해영해,덕성호,1,9.77,5~10톤미만,어선,0,0,0,0,0
